al - zaman : guerrillas killed a member of the kurdistan democratic party after kidnapping him in mosul .	al - zaman : guerrilla kill a member of the kurdistan democratic party after kidnap he in mosul .	PROPN PUNCT PROPN PUNCT NOUN VERB DET NOUN ADP DET PROPN PROPN PROPN SCONJ VERB PRON ADP PROPN PUNCT	NNP HYPH NNP : NNS VBD DT NN IN DT NNP NNP NNP IN VBG PRP IN NNP .
the police commander of ninevah province announced that bombings had declined 80 percent in mosul , whereas there had been a big jump in the number of kidnappings .	the police commander of ninevah province announce that bombing have decline 80 percent in mosul , whereas there have be a big jump in the number of kidnapping .	DET NOUN NOUN ADP PROPN PROPN VERB SCONJ NOUN AUX VERB NUM NOUN ADP PROPN PUNCT SCONJ PRON AUX VERB DET ADJ NOUN ADP DET NOUN ADP NOUN PUNCT	DT NN NN IN NNP NNP VBD IN NNS VBD VBN CD NN IN NNP , IN EX VBD VBN DT JJ NN IN DT NN IN NNS .
on wednesday guerrillas had kidnapped a cosmetic surgeon and his wife while they were on their way home .	on wednesday guerrilla have kidnap a cosmetic surgeon and he wife while they be on they way home .	ADP PROPN NOUN AUX VERB DET ADJ NOUN CCONJ PRON NOUN SCONJ PRON AUX ADP PRON NOUN ADV PUNCT	IN NNP NNS VBD VBN DT JJ NN CC PRP$ NN IN PRP VBD IN PRP$ NN RB .
in suwayrah , kut province , two car bombs were discovered before they could be detonated .	in suwayrah , kut province , two car bombs be discover before they could be detonate .	ADP PROPN PUNCT PROPN PROPN PUNCT NUM NOUN NOUN AUX VERB SCONJ PRON AUX AUX VERB PUNCT	IN NNP , NNP NNP , CD NN NN VBD VBN IN PRP MD VB VBN .
( kut is in southeastern iraq and has an overwhelmingly shiite population , who are on the lookout for baathist saboteurs and willingly turn them in .	( kut be in southeastern iraq and have a overwhelmingly shiite population , who be on the lookout for baathist saboteur and willingly turn they in .	PUNCT PROPN AUX ADP ADJ PROPN CCONJ VERB DET ADV ADJ NOUN PUNCT PRON AUX ADP DET NOUN ADP PROPN NOUN CCONJ ADV VERB PRON ADP PUNCT	-LRB- NNP VBZ IN JJ NNP CC VBZ DT RB JJ NN , WP VBP IN DT NN IN NNP NNS CC RB VBP PRP RP .
this willingness is the main difference in the number of bombings in the south as opposed to the center - north of the country . )	this willingness be the main difference in the number of bombing in the south as oppose to the center - north of the country . )	DET NOUN AUX DET ADJ NOUN ADP DET NOUN ADP NOUN ADP DET NOUN SCONJ VERB ADP DET NOUN PUNCT NOUN ADP DET NOUN PUNCT PUNCT	DT NN VBZ DT JJ NN IN DT NN IN NNS IN DT NN IN VBN IN DT NN HYPH NN IN DT NN . -RRB-
in baghdad kadhim talal husain , assistant dean at the school of education at mustansiriyah university , was assassinated with his driver in the salikh district .	in baghdad kadhim talal husain , assistant dean at the school of education at mustansiriyah university , be assassinate with he driver in the salikh district .	ADP PROPN PROPN PROPN PROPN PUNCT ADJ NOUN ADP DET PROPN ADP PROPN ADP PROPN PROPN PUNCT AUX VERB ADP PRON NOUN ADP DET PROPN NOUN PUNCT	IN NNP NNP NNP NNP , JJ NN IN DT NNP IN NNP IN NNP NNP , VBD VBN IN PRP$ NN IN DT NNP NN .
guerrillas killed an engineer , asi ali , from tikrit .	guerrilla kill a engineer , asi ali , from tikrit .	NOUN VERB DET NOUN PUNCT PROPN PROPN PUNCT ADP PROPN PUNCT	NNS VBD DT NN , NNP NNP , IN NNP .
they also killed shaikh hamid 'akkab , a clan elder of a branch of the dulaim tribe in tikrit .	they also kill shaikh hamid 'akkab , a clan elder of a branch of the dulaim tribe in tikrit .	PRON ADV VERB PROPN PROPN PROPN PUNCT DET NOUN NOUN ADP DET NOUN ADP DET PROPN NOUN ADP PROPN PUNCT	PRP RB VBD NNP NNP NNP , DT NN NN IN DT NN IN DT NNP NN IN NNP .
his mother was also killed in the attack .	he mother be also kill in the attack .	PRON NOUN AUX ADV VERB ADP DET NOUN PUNCT	PRP$ NN VBD RB VBN IN DT NN .
two other dulaim leaders have been killed in the past week and a half .	two other dulaim leader have be kill in the past week and a half .	NUM ADJ PROPN NOUN AUX AUX VERB ADP DET ADJ NOUN CCONJ DET NOUN PUNCT	CD JJ NNP NNS VBP VBN VBN IN DT JJ NN CC DT NN .
guerrillas near hawijah launched an attack that left 6 dead , including 4 iraqi soldiers .	guerrilla near hawijah launch a attack that leave 6 dead , include 4 iraqi soldier .	NOUN ADP PROPN VERB DET NOUN PRON VERB NUM ADJ PUNCT VERB NUM ADJ NOUN PUNCT	NNS IN NNP VBD DT NN WDT VBD CD JJ , VBG CD JJ NNS .
one of them was from the jubur tribe and was deputy commander of the hawijah garrison .	one of they be from the jubur tribe and be deputy commander of the hawijah garrison .	NUM ADP PRON AUX ADP DET PROPN NOUN CCONJ AUX NOUN NOUN ADP DET PROPN NOUN PUNCT	CD IN PRP VBD IN DT NNP NN CC VBD NN NN IN DT NNP NN .
two hundred members of the batawi clan of the dulaim demonstrated in baghdad on friday , protesting the killing of their clan elder , shaikh kadhim sarhid and 4 of his sons , by gunmen wearing iraqi army uniforms .	two hundred member of the batawi clan of the dulaim demonstrate in baghdad on friday , protest the killing of they clan elder , shaikh kadhim sarhid and 4 of he son , by gunman wear iraqi army uniform .	NUM NUM NOUN ADP DET PROPN NOUN ADP DET PROPN VERB ADP PROPN ADP PROPN PUNCT VERB DET NOUN ADP PRON NOUN NOUN PUNCT PROPN PROPN PROPN CCONJ NUM ADP PRON NOUN PUNCT ADP NOUN VERB ADJ NOUN NOUN PUNCT	CD CD NNS IN DT NNP NN IN DT NNP VBD IN NNP IN NNP , VBG DT NN IN PRP$ NN NN , NNP NNP NNP CC CD IN PRP$ NNS , IN NNS VBG JJ NN NNS .
( this is a largely sunni arab clan , and some sunni observers have accused shiite elements in the government of being behind the assassination ; it is more likely the work of sunni arab guerrillas punishing the batawi leaders for cooperating with the dec. 15 elections . )	( this be a largely sunni arab clan , and some sunni observer have accuse shiite element in the government of be behind the assassination ; it be more likely the work of sunni arab guerrilla punish the batawi leader for cooperate with the dec. 15 election . )	PUNCT PRON AUX DET ADV ADJ ADJ NOUN PUNCT CCONJ DET ADJ NOUN AUX VERB ADJ NOUN ADP DET NOUN SCONJ AUX ADP DET NOUN PUNCT PRON AUX ADV ADV DET NOUN ADP ADJ ADJ NOUN VERB DET PROPN NOUN SCONJ VERB ADP DET PROPN NUM NOUN PUNCT PUNCT	-LRB- DT VBZ DT RB JJ JJ NN , CC DT JJ NNS VBP VBN JJ NNS IN DT NN IN VBG IN DT NN , PRP VBZ RBR RB DT NN IN JJ JJ NNS VBG DT NNP NNS IN VBG IN DT NNP CD NNS . -RRB-
al - zaman : the iraqi high electoral commission on friday denied a request of the debaathification commission to exclude 51 individuals from running on party lists in the dec. 15 elections on grounds of having been sufficiently involved in baath activities to warrant their being excluded from civil office .	al - zaman : the iraqi high electoral commission on friday deny a request of the debaathification commission to exclude 51 individual from run on party list in the dec. 15 election on grounds of have be sufficiently involved in baath activity to warrant they be exclude from civil office .	PROPN PUNCT PROPN PUNCT DET ADJ PROPN PROPN PROPN ADP PROPN VERB DET NOUN ADP DET PROPN PROPN PART VERB NUM NOUN SCONJ VERB ADP NOUN NOUN ADP DET PROPN NUM NOUN ADP NOUN SCONJ AUX AUX ADV ADJ ADP PROPN NOUN PART VERB PRON AUX VERB ADP ADJ NOUN PUNCT	NNP HYPH NNP : DT JJ NNP NNP NNP IN NNP VBD DT NN IN DT NNP NNP TO VB CD NNS IN VBG IN NN NNS IN DT NNP CD NNS IN NNS IN VBG VBN RB JJ IN NNP NNS TO VB PRP$ VBG VBN IN JJ NN .
the commission said it had no legal grounds for such an exclusion .	the commission say it have no legal grounds for such a exclusion .	DET NOUN VERB PRON VERB DET ADJ NOUN ADP DET DET NOUN PUNCT	DT NN VBD PRP VBD DT JJ NNS IN PDT DT NN .
this item is a small one and easily missed .	this item be a small one and easily miss .	DET NOUN AUX DET ADJ NOUN CCONJ ADV VERB PUNCT	DT NN VBZ DT JJ NN CC RB VBN .
but in my view it is highly significant .	but in my view it be highly significant .	CCONJ ADP PRON NOUN PRON AUX ADV ADJ PUNCT	CC IN PRP$ NN PRP VBZ RB JJ .
the debaathification commission had been pushed by ahmad chalabi and his iraqi national congress very hard , and had pushed many sunni arabs into the arms of the guerrillas .	the debaathification commission have be push by ahmad chalabi and he iraqi national congress very hard , and have push many sunni arabs into the arm of the guerrilla .	DET PROPN PROPN AUX AUX VERB ADP PROPN PROPN CCONJ PRON PROPN PROPN PROPN ADV ADV PUNCT CCONJ AUX VERB ADJ ADJ PROPN ADP DET NOUN ADP DET NOUN PUNCT	DT NNP NNP VBD VBN VBN IN NNP NNP CC PRP$ NNP NNP NNP RB RB , CC VBD VBN JJ JJ NNPS IN DT NNS IN DT NNS .
chalabi has been increasingly marginalized within iraq , however , despite his ties of clientelage with washington and tehran .	chalabi have be increasingly marginalize within iraq , however , despite he tie of clientelage with washington and tehran .	PROPN AUX AUX ADV VERB ADP PROPN PUNCT ADV PUNCT ADP PRON NOUN ADP NOUN ADP PROPN CCONJ PROPN PUNCT	NNP VBZ VBN RB VBN IN NNP , RB , IN PRP$ NNS IN NN IN NNP CC NNP .
he is no longer in the dominant shiite list , the united iraqi alliance , and wo n't have many seats in the new parliament .	he be no longer in the dominant shiite list , the united iraqi alliance , and will not have many seat in the new parliament .	PRON AUX ADV ADV ADP DET ADJ ADJ NOUN PUNCT DET PROPN PROPN PROPN PUNCT CCONJ AUX PART VERB ADJ NOUN ADP DET ADJ NOUN PUNCT	PRP VBZ RB RBR IN DT JJ JJ NN , DT NNP NNP NNP , CC MD RB VB JJ NNS IN DT JJ NN .
some 2,000 junior officers of the old baath army have been recalled to duty in recent months , something chalabi would have blocked if he could have .	some 2,000 junior officer of the old baath army have be recall to duty in recent month , something chalabi would have block if he could have .	DET NUM ADJ NOUN ADP DET ADJ PROPN NOUN AUX AUX VERB ADP NOUN ADP ADJ NOUN PUNCT PRON PROPN AUX AUX VERB SCONJ PRON AUX VERB PUNCT	DT CD JJ NNS IN DT JJ NNP NN VBP VBN VBN IN NN IN JJ NNS , NN NNP MD VB VBN IN PRP MD VB .
now the electoral commission is refusing to punish people for mere past baath party membership .	now the electoral commission be refuse to punish people for mere past baath party membership .	ADV DET PROPN PROPN AUX VERB PART VERB NOUN ADP ADJ ADJ PROPN PROPN NOUN PUNCT	RB DT NNP NNP VBZ VBG TO VB NNS IN JJ JJ NNP NNP NN .
the situation in iraq is only going to get better this way .	the situation in iraq be only go to get better this way .	DET NOUN ADP PROPN AUX ADV VERB PART VERB ADJ DET NOUN PUNCT	DT NN IN NNP VBZ RB VBG TO VB JJR DT NN .
if someone committed a crime against humanity , prosecute the person .	if someone commit a crime against humanity , prosecute the person .	SCONJ PRON VERB DET NOUN ADP NOUN PUNCT VERB DET NOUN PUNCT	IN NN VBD DT NN IN NN , VB DT NN .
if he or she did not , then they should have all the same rights as other iraqis .	if he or she do not , then they should have all the same rights as other iraqis .	SCONJ PRON CCONJ PRON VERB PART PUNCT ADV PRON AUX VERB DET DET ADJ NOUN ADP ADJ PROPN PUNCT	IN PRP CC PRP VBD RB , RB PRP MD VB PDT DT JJ NNS IN JJ NNPS .
al - sharq al - awsat reports that a key eyewitness in the trial of saddam hussein for a 1982 massacre at dujail has died .	al - sharq al - awsat report that a key eyewitness in the trial of saddam hussein for a 1982 massacre at dujail have die .	PROPN PUNCT PROPN PROPN PUNCT PROPN VERB SCONJ DET ADJ NOUN ADP DET NOUN ADP PROPN PROPN ADP DET NUM NOUN ADP PROPN AUX VERB PUNCT	NNP HYPH NNP NNP HYPH NNP VBZ IN DT JJ NN IN DT NN IN NNP NNP IN DT CD NN IN NNP VBZ VBN .
a team from the court managed to take his deposition before he died .	a team from the court manage to take he deposition before he die .	DET NOUN ADP DET NOUN VERB PART VERB PRON NOUN SCONJ PRON VERB PUNCT	DT NN IN DT NN VBD TO VB PRP$ NN IN PRP VBD .
the trial begins again nov. 28 .	the trial begin again nov. 28 .	DET NOUN VERB ADV PROPN NUM PUNCT	DT NN VBZ RB NNP CD .
in baghdad the fighting still continues in several areas , mostly in sadr city and adhamiya .	in baghdad the fighting still continue in several area , mostly in sadr city and adhamiya .	ADP PROPN DET NOUN ADV VERB ADP ADJ NOUN PUNCT ADV ADP PROPN NOUN CCONJ PROPN PUNCT	IN NNP DT NN RB VBZ IN JJ NNS , RB IN NNP NN CC NNP .
baghdadis do n't venture much out of their neighbourhoods any more , you never know where you might get stuck .	baghdadis do not venture much out of they neighbourhood any more , you never know where you might get stuck .	PROPN AUX PART VERB ADV ADP ADP PRON NOUN ADV ADV PUNCT PRON ADV VERB ADV PRON AUX VERB ADJ PUNCT	NNPS VBP RB VB RB IN IN PRP$ NNS RB RBR , PRP RB VBP WRB PRP MD VB JJ .
there has been talk that the night curfew might be implemented again .	there have be talk that the night curfew might be implement again .	PRON AUX VERB NOUN SCONJ DET NOUN NOUN AUX AUX VERB ADV PUNCT	EX VBZ VBN NN IN DT NN NN MD VB VBN RB .
my neighbourhood has been surrounded by american troops for three days now , helicopters have been circling over our heads non-stop .	my neighbourhood have be surround by american troops for three day now , helicopter have be circle over we head non-stop .	PRON NOUN AUX AUX VERB ADP ADJ NOUN ADP NUM NOUN ADV PUNCT NOUN AUX AUX VERB ADP PRON NOUN ADV PUNCT	PRP$ NN VBZ VBN VBN IN JJ NNS IN CD NNS RB , NNS VBP VBN VBG IN PRP$ NNS RB .
fedayeen are now visible on the street and they have become bolder than ever .	fedayeen be now visible on the street and they have become bolder than ever .	NOUN AUX ADV ADJ ADP DET NOUN CCONJ PRON AUX VERB ADJ ADP ADV PUNCT	NNS VBP RB JJ IN DT NN CC PRP VBP VBN JJR IN RB .
yesterday there were tens of them putting road blocks on our street and setting up mortars , they only come out in the open when americans leave the area , then they start firing mortars indiscriminately and shooting their ak - 47's in the air .	yesterday there be ten of they put road block on we street and set up mortar , they only come out in the open when americans leave the area , then they start fire mortar indiscriminately and shoot they ak - 47' in the air .	NOUN PRON VERB NOUN ADP PRON VERB NOUN NOUN ADP PRON NOUN CCONJ VERB ADP NOUN PUNCT PRON ADV VERB ADV ADP DET ADJ ADV PROPN VERB DET NOUN PUNCT ADV PRON VERB VERB NOUN ADV CCONJ VERB PRON NOUN PUNCT NOUN ADP DET NOUN PUNCT	NN EX VBD NNS IN PRP VBG NN NNS IN PRP$ NN CC VBG RP NNS , PRP RB VBP RB IN DT JJ WRB NNPS VBP DT NN , RB PRP VB VBG NNS RB CC VBG PRP$ NN HYPH NNS IN DT NN .
they are setting the road blocks at the exact same positions they were during the war last year , which indicates they are the same people .	they be set the road block at the exact same position they be during the war last year , which indicate they be the same people .	PRON AUX VERB DET NOUN NOUN ADP DET ADV ADJ NOUN PRON VERB ADP DET NOUN ADJ NOUN PUNCT PRON VERB PRON AUX DET ADJ NOUN PUNCT	PRP VBP VBG DT NN NNS IN DT RB JJ NNS PRP VBD IN DT NN JJ NN , WDT VBZ PRP VBP DT JJ NNS .
and there is nothing we can do about it really , people who are suggesting that we go out and fight them are living in dream land .	and there be nothing we can do about it really , people who be suggest that we go out and fight they be live in dream land .	CCONJ PRON VERB PRON PRON AUX VERB ADP PRON ADV PUNCT NOUN PRON AUX VERB SCONJ PRON VERB ADV CCONJ VERB PRON AUX VERB ADP NOUN NOUN PUNCT	CC EX VBZ NN PRP MD VB IN PRP RB , NNS WP VBP VBG IN PRP VBP RB CC VBP PRP VBP VBG IN NN NN .
even the ip and icdc have abandoned the neighbourhood , and those are trained and armed , so do n't expect scared civilians to do anything except to hide inside and pray a helicopter or a tank does n't bomb them , and also how are american soldiers going to distinguish the brave and valiant civilians from the fedayeen ?	even the ip and icdc have abandon the neighbourhood , and those be trained and armed , so do not expect scared civilian to do anything except to hide inside and pray a helicopter or a tank do not bomb they , and also how be american soldier go to distinguish the brave and valiant civilian from the fedayeen ?	ADV DET PROPN CCONJ PROPN AUX VERB DET NOUN PUNCT CCONJ PRON AUX ADJ CCONJ ADJ PUNCT ADV AUX PART VERB ADJ NOUN PART VERB PRON SCONJ PART VERB ADV CCONJ VERB DET NOUN CCONJ DET NOUN AUX PART VERB PRON PUNCT CCONJ ADV ADV AUX ADJ NOUN VERB PART VERB DET ADJ CCONJ ADJ NOUN ADP DET NOUN PUNCT	RB DT NNP CC NNP VBP VBN DT NN , CC DT VBP JJ CC JJ , RB VBP RB VB JJ NNS TO VB NN IN TO VB RB CC VB DT NN CC DT NN VBZ RB VB PRP , CC RB WRB VBP JJ NNS VBG TO VB DT JJ CC JJ NNS IN DT NNS .
everyone is apprehensive , there is some talk that april 9th and 10th are going to be bloody days .	everyone be apprehensive , there be some talk that april 9th and 10th be go to be bloody day .	PRON AUX ADJ PUNCT PRON VERB DET NOUN SCONJ PROPN NOUN CCONJ NOUN AUX VERB PART AUX ADJ NOUN PUNCT	NN VBZ JJ , EX VBZ DT NN IN NNP NN CC NN VBP VBG TO VB JJ NNS .
most people have n't gone to work the last few days , although it seems that the rest of baghdad is ' normal ' ( if you can define what normal is ) .	most people have not go to work the last few day , although it seem that the rest of baghdad be ' normal ' ( if you can define what normal be ) .	ADJ NOUN AUX PART VERB ADP NOUN DET ADJ ADJ NOUN PUNCT SCONJ PRON VERB SCONJ DET NOUN ADP PROPN AUX PUNCT ADJ PUNCT PUNCT SCONJ PRON AUX VERB PRON NOUN VERB PUNCT PUNCT	JJS NNS VBP RB VBN IN NN DT JJ JJ NNS , IN PRP VBZ IN DT NN IN NNP VBZ `` JJ '' -LRB- IN PRP MD VB WP NN VBZ -RRB- .
there are rumours about preparations by slum dwellers for another looting spree against banks , governmental and public property similar to the one that took place last april , and i have already overheard youngsters in my neighbourhood joking about it and saying things like " this time we will be the first to loot , we did n't get anything the last time " .	there be rumour about preparation by slum dweller for another looting spree against bank , governmental and public property similar to the one that take place last april , and i have already overhear youngster in my neighbourhood joke about it and say thing like " this time we will be the first to loot , we do not get anything the last time " .	PRON VERB NOUN ADP NOUN ADP NOUN NOUN ADP DET NOUN NOUN ADP NOUN PUNCT ADJ CCONJ ADJ NOUN ADJ ADP DET NOUN PRON VERB NOUN ADJ PROPN PUNCT CCONJ PRON AUX ADV VERB NOUN ADP PRON NOUN VERB ADP PRON CCONJ VERB NOUN SCONJ PUNCT DET NOUN PRON AUX AUX DET ADJ PART VERB PUNCT PRON AUX PART VERB PRON DET ADJ NOUN PUNCT PUNCT	EX VBP NNS IN NNS IN NN NNS IN DT NN NN IN NNS , JJ CC JJ NN JJ IN DT NN WDT VBD NN JJ NNP , CC PRP VBP RB VBN NNS IN PRP$ NN VBG IN PRP CC VBG NNS IN `` DT NN PRP MD VB DT JJ TO VB , PRP VBD RB VB NN DT JJ NN '' .
mosques are calling for donating blood , food , and medicine for fallujah , and several convoys have already headed out for fallujah , most of them returned later though .	mosque be call for donate blood , food , and medicine for fallujah , and several convoy have already head out for fallujah , most of they return later though .	NOUN AUX VERB SCONJ VERB NOUN PUNCT NOUN PUNCT CCONJ NOUN ADP PROPN PUNCT CCONJ ADJ NOUN AUX ADV VERB ADV ADP PROPN PUNCT ADJ ADP PRON VERB ADV ADV PUNCT	NNS VBP VBG IN VBG NN , NN , CC NN IN NNP , CC JJ NNS VBP RB VBN RB IN NNP , JJS IN PRP VBD RB RB .
what irritates me is this sudden false ' solidarity ' between sunni and shi'ite clerics , we all know that they would be glad to get at each other s throats when they have the chance , and shia clerics were describing fallujan insurgents as ' ba'athists ' , ' saddamites ' , ' wahhabis ' , and ' terrorists ' just a few days ago .	what irritate i be this sudden false ' solidarity ' between sunni and shi'ite cleric , we all know that they would be glad to get at each other 's throat when they have the chance , and shia cleric be describe fallujan insurgents as ' ba'athists ' , ' saddamites ' , ' wahhabis ' , and ' terrorist ' just a few day ago .	PRON VERB PRON AUX DET ADJ ADJ PUNCT NOUN PUNCT ADP ADJ CCONJ ADJ NOUN PUNCT PRON DET VERB SCONJ PRON AUX AUX ADJ PART VERB ADP DET ADJ PART NOUN ADV PRON VERB DET NOUN PUNCT CCONJ ADJ NOUN AUX VERB ADJ NOUN ADP PUNCT PROPN PUNCT PUNCT PUNCT PROPN PUNCT PUNCT PUNCT PROPN PUNCT PUNCT CCONJ PUNCT NOUN PUNCT ADV DET ADJ NOUN ADV PUNCT	WP VBZ PRP VBZ DT JJ JJ `` NN '' IN JJ CC JJ NNS , PRP DT VBP IN PRP MD VB JJ TO VB IN DT JJ POS NNS WRB PRP VBP DT NN , CC JJ NNS VBD VBG JJ NN IN `` NNPS '' , `` NNPS '' , `` NNPS '' , CC `` NNS '' RB DT JJ NNS RB .
so what happened ?	so what happen ?	ADV PRON VERB PUNCT	RB WP VBD .
i guess it 's just the old new arab ' me against my brother , me and my brother against my cousin , me and my cousin against my enemy ' , or ' the enemy of my enemy is my friend ' thing going on again .	i guess it be just the old new arab ' i against my brother , i and my brother against my cousin , i and my cousin against my enemy ' , or ' the enemy of my enemy be my friend ' thing go on again .	PRON VERB PRON AUX ADV DET ADJ ADJ ADJ PUNCT PRON ADP PRON NOUN PUNCT PRON CCONJ PRON NOUN ADP PRON NOUN PUNCT PRON CCONJ PRON NOUN ADP PRON NOUN PUNCT PUNCT CCONJ PUNCT DET NOUN ADP PRON NOUN AUX PRON NOUN PUNCT NOUN VERB ADP ADV PUNCT	PRP VBP PRP VBZ RB DT JJ JJ JJ `` PRP IN PRP$ NN , PRP CC PRP$ NN IN PRP$ NN , PRP CC PRP$ NN IN PRP$ NN '' , CC `` DT NN IN PRP$ NN VBZ PRP$ NN '' NN VBG RP RB .
speaking of fallujah , we have only al - jazeera to rely on for our news from there .	speak of fallujah , we have only al - jazeera to rely on for we news from there .	VERB ADP PROPN PUNCT PRON VERB ADV PROPN PUNCT PROPN PART VERB ADP ADP PRON NOUN ADP ADV PUNCT	VBG IN NNP , PRP VBP RB NNP HYPH NNP TO VB IN IN PRP$ NN IN RB .
they have sent over their top reporter ahmed mansour to the town , and he is spouting all kinds of propaganda hourly reminding me of al - sahhaf .	they have send over they top reporter ahmed mansour to the town , and he be spout all kind of propaganda hourly remind i of al - sahhaf .	PRON AUX VERB ADV PRON ADJ NOUN PROPN PROPN ADP DET NOUN PUNCT CCONJ PRON AUX VERB DET NOUN ADP NOUN ADV VERB PRON ADP PROPN PUNCT PROPN PUNCT	PRP VBP VBN RB PRP$ JJ NN NNP NNP IN DT NN , CC PRP VBZ VBG DT NNS IN NN RB VBG PRP IN NNP HYPH NNP .
" they are targetting ambulances " , " american snipers are shooting children and pregnant women " , and " they are using cluster bombs against civilians " is all you get to hear from him .	" they be targett ambulance " , " american sniper be shoot child and pregnant woman " , and " they be use cluster bomb against civilian " be all you get to hear from he .	PUNCT PRON AUX VERB NOUN PUNCT PUNCT PUNCT ADJ NOUN AUX VERB NOUN CCONJ ADJ NOUN PUNCT PUNCT CCONJ PUNCT PRON AUX VERB NOUN NOUN ADP NOUN PUNCT AUX DET PRON VERB PART VERB ADP PRON PUNCT	`` PRP VBP VBG NNS '' , `` JJ NNS VBP VBG NNS CC JJ NNS '' , CC `` PRP VBP VBG NN NNS IN NNS '' VBZ DT PRP VBP TO VB IN PRP .
